"","PlotName","SiteName","SiteCode","POINT_X","POINT_Y","EVI2017","coords.x1","coords.x2","coords.x3","optional"
"1","Bloomfield+E1","Bloomfield","BL",-53.9845843249,48.3502109513,0.382699996232986,723397.905592537,5359620.43684799,0,TRUE
"2","Bloomfield+A1","Bloomfield","BL",-53.9868690878,48.3502685723,0.426499992609024,723228.404580924,5359620.18110404,0,TRUE
"3","Bloomfield+D1","Bloomfield","BL",-53.9850727172,48.350252256,0.386999994516373,723361.546144726,5359623.60328124,0,TRUE
"4","Bloomfield+F1","Bloomfield","BL",-53.9840467441,48.3502519039,0.377950012683868,723437.548959906,5359626.55573128,0,TRUE
"5","Bloomfield+K1","Bloomfield","BL",-53.981671301,48.3502595656,0.389800012111664,723613.481708047,5359634.33756375,0,TRUE
"6","Bloomfield+J1","Bloomfield","BL",-53.9821316844,48.3502836136,0.394299983978271,723579.272496466,5359635.66653278,0,TRUE
"7","Bloomfield+N1","Bloomfield","BL",-53.9801196466,48.3502728155,0.39640000462532,723728.365906462,5359640.33997623,0,TRUE
"8","Bloomfield+C2","Bloomfield","BL",-53.9855639137,48.3505724253,0.418949991464615,723323.759524638,5359657.75333616,0,TRUE
"9","Bloomfield+I2","Bloomfield","BL",-53.982677305,48.3506113811,0.38620001077652,723537.4197233,5359670.50081401,0,TRUE
"10","Bloomfield+L2","Bloomfield","BL",-53.9811385961,48.3506153106,0.375400006771088,723651.385023166,5359675.4281053,0,TRUE
"11","Bloomfield+A3","Bloomfield","BL",-53.9868799683,48.3509161494,0.409150004386902,723224.767912868,5359692.11776296,0,TRUE
"12","Bloomfield+F3","Bloomfield","BL",-53.9839352267,48.350884663,0.399150013923645,723443.04126064,5359697.20250882,0,TRUE
"13","Bloomfield+N3","Bloomfield","BL",-53.9799853176,48.350978146,0.398400008678436,723735.226436193,5359719.11896601,0,TRUE
"14","Bloomfield+C4","Bloomfield","BL",-53.9856577538,48.3512538399,0.349700003862381,723313.828342689,5359733.20868765,0,TRUE
"15","Bloomfield+I4","Bloomfield","BL",-53.982554915,48.3512894113,0.395900011062622,723543.5179109,5359746.21064394,0,TRUE
"16","Bloomfield+L4","Bloomfield","BL",-53.9811245431,48.3512995264,0.437950015068054,723649.429459176,5359751.50927852,0,TRUE
"17","Bloomfield+A5","Bloomfield","BL",-53.9867711132,48.3515938326,0.40294998884201,723229.869095094,5359767.74912711,0,TRUE
"18","Bloomfield+F5","Bloomfield","BL",-53.9838004232,48.3515810129,0.407299995422363,723449.980003867,5359774.98435496,0,TRUE
"19","Bloomfield+N5","Bloomfield","BL",-53.9800547466,48.351705188,0.402549982070923,723726.898129396,5359799.71583637,0,TRUE
"20","Bloomfield+C6","Bloomfield","BL",-53.9855914215,48.3519664094,0.419950008392334,723315.625821054,5359812.59330982,0,TRUE
"21","Bloomfield+I6","Bloomfield","BL",-53.9823780802,48.3519598553,0.41525000333786,723553.682025355,5359821.23625974,0,TRUE
"22","Bloomfield+L6","Bloomfield","BL",-53.9810565731,48.3519851413,0.386699974536896,723651.461598387,5359827.90333881,0,TRUE
"23","Bloomfield+F7","Bloomfield","BL",-53.9837163835,48.3522220563,0.418999999761581,723453.400156437,5359846.4716936,0,TRUE
"24","Bloomfield+A7","Bloomfield","BL",-53.9866643566,48.3523074533,0.425000011920929,723234.657477826,5359847.36830453,0,TRUE
"25","Bloomfield+N7","Bloomfield","BL",-53.9799172675,48.3523566115,0.410849988460541,723734.227770724,5359872.51310304,0,TRUE
"26","Bloomfield+I8","Bloomfield","BL",-53.9823209824,48.3526001984,0.381600022315979,723555.108164376,5359892.56726592,0,TRUE
"27","Bloomfield+C8","Bloomfield","BL",-53.9854566385,48.3526627605,0.423399984836578,723322.564448081,5359890.37503759,0,TRUE
"28","Bloomfield+L8","Bloomfield","BL",-53.9810964392,48.3526679587,0.385600000619888,723645.517998341,5359903.67171858,0,TRUE
"29","Bloomfield+A9","Bloomfield","BL",-53.9865264341,48.3529498992,0.38374999165535,723242.065333665,5359919.16830354,0,TRUE
"30","Bloomfield+F9","Bloomfield","BL",-53.9836547482,48.3530154846,0.432900011539459,723454.493715485,5359934.82896504,0,TRUE
"31","Bloomfield+N9","Bloomfield","BL",-53.9798751911,48.353023558,0.382499992847443,723734.422329765,5359946.75692154,0,TRUE
"32","Bloomfield+C10","Bloomfield","BL",-53.9853736699,48.3533217732,0.416850000619888,723325.828041567,5359963.85616434,0,TRUE
"33","Bloomfield+I10","Bloomfield","BL",-53.982161817,48.3533421683,0.396200001239777,723563.649673883,5359975.49039119,0,TRUE
"34","Bloomfield+L10","Bloomfield","BL",-53.9809615928,48.3533643063,0.382650017738342,723652.456611441,5359981.45379397,0,TRUE
"35","Bloomfield+A11","Bloomfield","BL",-53.9864217749,48.3536994563,0.38289999961853,723246.540705569,5360002.77519299,0,TRUE
"36","Bloomfield+F11","Bloomfield","BL",-53.9835173122,48.3536669121,0.410799980163574,723461.823237495,5360007.62609553,0,TRUE
"37","Bloomfield+N11","Bloomfield","BL",-53.9799155663,48.3537153605,0.375299990177155,723728.400488815,5360023.52231459,0,TRUE
"38","Bloomfield+C12","Bloomfield","BL",-53.9852912257,48.3539897699,0.398400008678436,723329.013303239,5360038.33419325,0,TRUE
"39","Bloomfield+I12","Bloomfield","BL",-53.9819735895,48.3540488999,0.377749979496002,723574.497768303,5360054.58214836,0,TRUE
"40","Bloomfield+L12","Bloomfield","BL",-53.9808671845,48.3540596043,0.406399995088577,723656.404203361,5360059.00120093,0,TRUE
"41","Bloomfield+A13","Bloomfield","BL",-53.9862740456,48.3544051426,0.359950006008148,723254.397885609,5360081.63203606,0,TRUE
"42","Bloomfield+F13","Bloomfield","BL",-53.9834260879,48.3544161184,0.391250014305115,723465.301589843,5360091.15509543,0,TRUE
"43","Bloomfield+N13","Bloomfield","BL",-53.97983305,48.3543833558,0.385749995708466,723731.585738034,5360098.00079827,0,TRUE
"44","Bloomfield+B14","Bloomfield","BL",-53.9857619862,48.3546523956,0.400049984455109,723291.245508904,5360110.60279616,0,TRUE
"45","Bloomfield+C14","Bloomfield","BL",-53.9852248848,48.3547023397,0.382200002670288,723330.810636154,5360117.71891613,0,TRUE
"46","Bloomfield+G14","Bloomfield","BL",-53.9829285433,48.3546809773,0.406599998474121,723500.995977717,5360122.04155311,0,TRUE
"47","Bloomfield+I14","Bloomfield","BL",-53.9819180597,48.3547161963,0.393350005149841,723575.689107802,5360128.90406555,0,TRUE
"48","Bloomfield+L14","Bloomfield","BL",-53.9808375511,48.3547082316,0.402300000190735,723655.758081113,5360131.17277667,0,TRUE
"49","Bloomfield+H14","Bloomfield","BL",-53.9824614631,48.3547740811,0.402750015258789,723535.185389094,5360133.75138088,0,TRUE
"50","Bloomfield+M14","Bloomfield","BL",-53.9803009669,48.3547671375,0.392899990081787,723695.24521063,5360139.28590964,0,TRUE
"51","Dunphys Pond+A1","Dunphys Pond","DP",-54.128409004,48.4276281217,0.348712503910065,712420.998191259,5367814.99846526,0,TRUE
"52","Dunphys Pond+A3","Dunphys Pond","DP",-54.1275705806,48.4281110593,0.338050007820129,712480.998212376,5367870.99850186,0,TRUE
"53","Dunphys Pond+D1","Dunphys Pond","DP",-54.1295236481,48.4282408152,0.356262505054474,712335.99821021,5367879.99846998,0,TRUE
"54","Dunphys Pond+C2","Dunphys Pond","DP",-54.1287475119,48.4283384079,0.376224994659424,712392.998175534,5367892.99842506,0,TRUE
"55","Dunphys Pond+E1","Dunphys Pond","DP",-54.1298064883,48.4284998164,0.342050015926361,712313.998252934,5367907.99851562,0,TRUE
"56","Dunphys Pond+A5","Dunphys Pond","DP",-54.1269430884,48.4286892393,0.367774993181229,712524.998197495,5367936.99842563,0,TRUE
"57","Dunphys Pond+F1","Dunphys Pond","DP",-54.1300582801,48.4288300243,0.329987496137619,712293.998168946,5367943.99852273,0,TRUE
"58","Dunphys Pond+C4","Dunphys Pond","DP",-54.1278780241,48.4288925546,0.357887506484985,712454.998159626,5367956.99843448,0,TRUE
"59","Dunphys Pond+A7","Dunphys Pond","DP",-54.1262291865,48.4291212915,0.362450003623962,712575.998178663,5367986.99845655,0,TRUE
"60","Dunphys Pond+C6","Dunphys Pond","DP",-54.1273821717,48.4292940691,0.372600018978119,712489.998231195,5368002.99847383,0,TRUE
"61","Dunphys Pond+F3","Dunphys Pond","DP",-54.1293378172,48.4293789034,0.391674995422363,712344.998159066,5368006.998486,0,TRUE
"62","Dunphys Pond+A9","Dunphys Pond","DP",-54.1255387244,48.4296169103,0.383787512779236,712624.998181639,5368043.99849509,0,TRUE
"63","Dunphys Pond+C8","Dunphys Pond","DP",-54.1266787244,48.429780372,0.347337484359741,712539.998196962,5368058.99846688,0,TRUE
"64","Dunphys Pond+I2","Dunphys Pond","DP",-54.130675114,48.4298801713,0.439012497663498,712243.998178125,5368058.99842883,0,TRUE
"65","Dunphys Pond+J1","Dunphys Pond","DP",-54.1313901795,48.4299070119,0.438637495040894,712190.998208892,5368059.99848119,0,TRUE
"66","Dunphys Pond+F5","Dunphys Pond","DP",-54.1286338786,48.4298742037,0.375787496566772,712394.998244491,5368063.99847021,0,TRUE
"67","Dunphys Pond+A11","Dunphys Pond","DP",-54.1247167865,48.4300462518,0.375575006008148,712683.998199838,5368093.99848222,0,TRUE
"68","Dunphys Pond+K1","Dunphys Pond","DP",-54.1316310169,48.430191954,0.404962509870529,712171.998158332,5368090.99852343,0,TRUE
"69","Dunphys Pond+C10","Dunphys Pond","DP",-54.125935773,48.4302476875,0.368387490510941,712592.99820914,5368112.99846305,0,TRUE
"70","Dunphys Pond+I4","Dunphys Pond","DP",-54.129919201,48.4303381914,0.410437524318695,712297.99823276,5368111.9984593,0,TRUE
"71","Dunphys Pond+F7","Dunphys Pond","DP",-54.1279304348,48.4303605143,0.355787485837936,712444.998195512,5368119.99845876,0,TRUE
"72","Dunphys Pond+L2","Dunphys Pond","DP",-54.1316472271,48.430624255,0.41949999332428,712168.998224914,5368138.99850274,0,TRUE
"73","Dunphys Pond+A13","Dunphys Pond","DP",-54.1239712767,48.4305584795,0.397374987602234,712736.998186948,5368152.99841957,0,TRUE
"74","Dunphys Pond+F9","Dunphys Pond","DP",-54.1272760989,48.4306950843,0.346599996089935,712491.998174957,5368158.99848256,0,TRUE
"75","Dunphys Pond+I6","Dunphys Pond","DP",-54.1292567733,48.4308165359,0.420387506484985,712344.998225421,5368166.99843702,0,TRUE
"76","Dunphys Pond+C12","Dunphys Pond","DP",-54.1252692523,48.4307978904,0.396524995565414,712639.998187691,5368175.99850726,0,TRUE
"77","Dunphys Pond+N1","Dunphys Pond","DP",-54.1327486333,48.4309936438,0.446862488985062,712085.998169469,5368176.99846422,0,TRUE
"78","Dunphys Pond+L4","Dunphys Pond","DP",-54.1308908061,48.4310912658,0.418212503194809,712222.998198451,5368192.99843643,0,TRUE
"79","Dunphys Pond+B14","Dunphys Pond","DP",-54.1239739217,48.4309904436,0.381999999284744,712734.998147686,5368200.99851367,0,TRUE
"80","Dunphys Pond+C14","Dunphys Pond","DP",-54.1243782622,48.4312524963,0.344650000333786,712703.998217086,5368228.99846073,0,TRUE
"81","Dunphys Pond+F11","Dunphys Pond","DP",-54.1264975156,48.4313144769,0.387150019407272,712546.99823648,5368229.99849402,0,TRUE
"82","Dunphys Pond+N3","Dunphys Pond","DP",-54.1321162615,48.4314187674,0.405699998140335,712130.998234103,5368225.99847026,0,TRUE
"83","Dunphys Pond+I8","Dunphys Pond","DP",-54.1285627696,48.4313750695,0.367525011301041,712393.998217563,5368230.99849609,0,TRUE
"84","Dunphys Pond+L6","Dunphys Pond","DP",-54.130064836,48.4315925276,0.416749984025955,712281.998221052,5368250.99843395,0,TRUE
"85","Dunphys Pond+F13","Dunphys Pond","DP",-54.1257840802,48.4317375395,0.367224991321564,712597.998161138,5368278.99844856,0,TRUE
"86","Dunphys Pond+I10","Dunphys Pond","DP",-54.1278193042,48.4318513822,0.397100001573563,712446.998231227,5368285.99849841,0,TRUE
"87","Dunphys Pond+N5","Dunphys Pond","DP",-54.1315448098,48.4319623794,0.373075008392334,712170.998202414,5368287.99849467,0,TRUE
"88","Dunphys Pond+L8","Dunphys Pond","DP",-54.1294434058,48.4320628996,0.418799996376038,712325.998152465,5368304.99851455,0,TRUE
"89","Dunphys Pond+G14","Dunphys Pond","DP",-54.1258512058,48.4322251022,0.344112515449524,712590.998184211,5368332.99852024,0,TRUE
"90","Dunphys Pond+I12","Dunphys Pond","DP",-54.1270398827,48.4322458109,0.367237508296967,712502.998165568,5368331.99847379,0,TRUE
"91","Dunphys Pond+N7","Dunphys Pond","DP",-54.1307618689,48.4324197304,0.356599986553192,712226.998235906,5368340.99847503,0,TRUE
"92","Dunphys Pond+H14","Dunphys Pond","DP",-54.1260810557,48.4324647907,0.343199998140335,712572.99814855,5368358.99842065,0,TRUE
"93","Dunphys Pond+L10","Dunphys Pond","DP",-54.1286403557,48.4326367056,0.380487501621246,712382.998226079,5368370.99843347,0,TRUE
"94","Dunphys Pond+N9","Dunphys Pond","DP",-54.1301149496,48.4328624757,0.3862124979496,712272.998165764,5368391.99848072,0,TRUE
"95","Dunphys Pond+I14","Dunphys Pond","DP",-54.1264648182,48.4328522925,0.353450000286102,712542.998175038,5368400.99847948,0,TRUE
"96","Dunphys Pond+L12","Dunphys Pond","DP",-54.1279524015,48.4330874122,0.374175012111664,712431.998210523,5368422.99846423,0,TRUE
"97","Dunphys Pond+N11","Dunphys Pond","DP",-54.1293159474,48.4333644053,0.377425014972687,712329.998164553,5368449.99846891,0,TRUE
"98","Dunphys Pond+L14","Dunphys Pond","DP",-54.1273159091,48.4335843893,0.386637508869171,712476.998238743,5368479.99845518,0,TRUE
"99","Dunphys Pond+N13","Dunphys Pond","DP",-54.1285594627,48.4338313997,0.362649977207184,712383.998222196,5368503.99844989,0,TRUE
"100","Dunphys Pond+M14","Dunphys Pond","DP",-54.1277167403,48.4339093281,0.43427500128746,712445.998232461,5368514.99850206,0,TRUE
"101","TNNP North+A1","TNNP North","TN",-53.9709824325,48.6237390886,0.341149985790253,723200.979913826,5390059.15616859,0,TRUE
"102","TNNP North+A3","TNNP North","TN",-53.9717664964,48.6239167924,0.371450006961823,723142.426899635,5390076.61235229,0,TRUE
"103","TNNP North+A5","TNNP North","TN",-53.9726695416,48.6242713725,0.361537486314774,723074.327809132,5390113.37898517,0,TRUE
"104","TNNP North+A7","TNNP North","TN",-53.9734969156,48.6244929337,0.37168750166893,723012.391445177,5390135.58409632,0,TRUE
"105","TNNP North+C2","TNNP North","TN",-53.9707052131,48.6245650384,0.331099987030029,723217.759868344,5390151.76202389,0,TRUE
"106","TNNP North+A9","TNNP North","TN",-53.974412477,48.6248291814,0.315474987030029,722943.452628749,5390170.27825233,0,TRUE
"107","TNNP North+C4","TNNP North","TN",-53.9717291753,48.6248985089,0.387962520122528,723140.845377372,5390185.82797246,0,TRUE
"108","TNNP North+D1","TNNP North","TN",-53.9701268655,48.62488589,0.343512505292892,723258.954868178,5390189.11328959,0,TRUE
"109","TNNP North+C6","TNNP North","TN",-53.9724215642,48.6251325616,0.331725001335144,723088.799658829,5390209.81533863,0,TRUE
"110","TNNP North+E1","TNNP North","TN",-53.9699373028,48.625124724,0.337912499904633,723271.866968984,5390216.2116776,0,TRUE
"111","TNNP North+A11","TNNP North","TN",-53.975334923,48.625282213,0.354387491941452,722873.492821921,5390217.93230684,0,TRUE
"112","TNNP North+C8","TNNP North","TN",-53.9737065544,48.6252883147,0.30596250295639,722993.438784773,5390223.36876432,0,TRUE
"113","TNNP North+A13","TNNP North","TN",-53.9763201924,48.625418693,0.320874989032745,722800.300155899,5390230.22264142,0,TRUE
"114","TNNP North+F1","TNNP North","TN",-53.969715523,48.6255083521,0.356124997138977,723286.513316562,5390259.49659611,0,TRUE
"115","TNNP North+C10","TNNP North","TN",-53.9745397634,48.6256086932,0.333599984645844,722930.6384794,5390256.54008205,0,TRUE
"116","TNNP North+F3","TNNP North","TN",-53.9705288248,48.6257213011,0.303087502717972,723225.652292666,5390280.7833809,0,TRUE
"117","TNNP North+B14","TNNP North","TN",-53.9765661108,48.6259072069,0.349674999713898,722780.029840891,5390283.79721061,0,TRUE
"118","TNNP North+C12","TNNP North","TN",-53.9755002381,48.626015753,0.310487508773804,722858.080573068,5390298.97392934,0,TRUE
"119","TNNP North+F5","TNNP North","TN",-53.971634124,48.6260526722,0.328712493181229,723142.756135159,5390314.37794814,0,TRUE
"120","TNNP North+C14","TNNP North","TN",-53.9764820161,48.6263232777,0.333525002002716,722784.392738238,5390330.28429222,0,TRUE
"121","TNNP North+F7","TNNP North","TN",-53.9725016532,48.6262642061,0.331824988126755,723077.907354704,5390335.35041256,0,TRUE
"122","TNNP North+I2","TNNP North","TN",-53.9697677541,48.626397779,0.299287497997284,723278.73837337,5390358.19326392,0,TRUE
"123","TNNP North+F9","TNNP North","TN",-53.9736460497,48.6265675547,0.310437500476837,722992.256070456,5390365.7184529,0,TRUE
"124","TNNP North+J1","TNNP North","TN",-53.9692064622,48.626547229,0.300000011920929,723319.431644068,5390376.44581445,0,TRUE
"125","TNNP North+I4","TNNP North","TN",-53.970751619,48.6267412899,0.294224977493286,723204.735967589,5390393.49151013,0,TRUE
"126","TNNP North+K1","TNNP North","TN",-53.9688590044,48.6268711133,0.306199997663498,723343.600165183,5390413.45898146,0,TRUE
"127","TNNP North+F11","TNNP North","TN",-53.9744465472,48.6270237462,0.315587490797043,722931.268576305,5390414.07938091,0,TRUE
"128","TNNP North+I6","TNNP North","TN",-53.9715811382,48.626998801,0.358587503433228,723142.48526988,5390419.68426555,0,TRUE
"129","TNNP North+F13","TNNP North","TN",-53.9752264443,48.6271295521,0.29119998216629,722873.344002854,5390423.55977792,0,TRUE
"130","TNNP North+L2","TNNP North","TN",-53.9692247235,48.6273205613,0.271600008010864,723314.671374906,5390462.33932182,0,TRUE
"131","TNNP North+I8","TNNP North","TN",-53.972554642,48.6273965504,0.318899989128113,723069.008708915,5390461.04253317,0,TRUE
"132","TNNP North+G14","TNNP North","TN",-53.9756819965,48.6277206204,0.326587498188019,722837.177146477,5390487.91949789,0,TRUE
"133","TNNP North+L4","TNNP North","TN",-53.9702216277,48.6276547431,0.355324983596802,723239.750542041,5390496.56208485,0,TRUE
"134","TNNP North+I10","TNNP North","TN",-53.9734202665,48.6278060772,0.304749995470047,723003.429121695,5390504.0260031,0,TRUE
"135","TNNP North+L6","TNNP North","TN",-53.9711319499,48.6279011746,0.31258749961853,723171.596653453,5390521.28667007,0,TRUE
"136","TNNP North+I12","TNNP North","TN",-53.9743805891,48.6279792095,0.326250016689301,722931.916011213,5390520.46092675,0,TRUE
"137","TNNP North+H14","TNNP North","TN",-53.9754706306,48.6280500041,0.304812490940094,722851.297635454,5390525.14415303,0,TRUE
"138","TNNP North+N1","TNNP North","TN",-53.9684343971,48.6279617939,0.390387505292892,723370.065333796,5390535.91871312,0,TRUE
"139","TNNP North+N3","TNNP North","TN",-53.9694239229,48.628170205,0.361087501049042,723296.243976419,5390556.18435895,0,TRUE
"140","TNNP North+L8","TNNP North","TN",-53.9721565119,48.6282436231,0.310175001621246,723094.603474459,5390556.34915526,0,TRUE
"141","TNNP North+I14","TNNP North","TN",-53.9753661006,48.6283496319,0.287737488746643,722857.678212967,5390558.7497107,0,TRUE
"142","TNNP North+N5","TNNP North","TN",-53.9702925349,48.6283997233,0.312175005674362,723231.238015123,5390579.15058588,0,TRUE
"143","TNNP North+L10","TNNP North","TN",-53.9731189506,48.6284527017,0.318912506103516,723022.776241103,5390576.77174727,0,TRUE
"144","TNNP North+L12","TNNP North","TN",-53.9739907546,48.6287360965,0.296274989843369,722957.29914619,5390605.71951968,0,TRUE
"145","TNNP North+N7","TNNP North","TN",-53.9712607785,48.628707643,0.349175006151199,723158.546607814,5390610.53950267,0,TRUE
"146","TNNP North+L14","TNNP North","TN",-53.9749574395,48.6290170315,0.296737492084503,722884.843609342,5390634.11744281,0,TRUE
"147","TNNP North+N9","TNNP North","TN",-53.9723494257,48.6289854505,0.312025010585785,723077.118605464,5390638.2306349,0,TRUE
"148","TNNP North+N11","TNNP North","TN",-53.973218593,48.6292239308,0.307012498378754,723012.034189814,5390662.19373748,0,TRUE
"149","TNNP North+M14","TNNP North","TN",-53.9747460632,48.6293464137,0.287149995565414,722898.964089498,5390671.34210467,0,TRUE
"150","TNNP North+N13","TNNP North","TN",-53.974106078,48.629542911,0.293624997138977,722945.245987918,5390695.05069269,0,TRUE
"151","Unicorn+N13","Unicorn","UNI",-54.0139453422,48.6316718631,0.384725004434586,720000.997923813,5390815.99828174,0,TRUE
"152","Unicorn+M14","Unicorn","UNI",-54.0147593878,48.6319089293,0.325574994087219,719939.997860502,5390839.99827883,0,TRUE
"153","Unicorn+N11","Unicorn","UNI",-54.0130593297,48.6319637899,0.356812506914139,720064.997941659,5390850.99834012,0,TRUE
"154","Unicorn+L14","Unicorn","UNI",-54.0149900942,48.632139857,0.339837491512299,719921.997935256,5390864.99825864,0,TRUE
"155","Unicorn+N9","Unicorn","UNI",-54.0119282779,48.632267342,0.332137495279312,720146.997866399,5390887.99829607,0,TRUE
"156","Unicorn+L12","Unicorn","UNI",-54.014176624,48.6323526946,0.333799988031387,719980.997931879,5390890.99831739,0,TRUE
"157","Unicorn+N7","Unicorn","UNI",-54.0110345321,48.6324600768,0.385337501764297,720211.997910807,5390911.9982852,0,TRUE
"158","Unicorn+L10","Unicorn","UNI",-54.013277048,48.6326442704,0.350687503814697,720045.997861145,5390925.99829062,0,TRUE
"159","Unicorn+N5","Unicorn","UNI",-54.0102752576,48.6326742943,0.372574985027313,720266.997864598,5390937.99832756,0,TRUE
"160","Unicorn+L8","Unicorn","UNI",-54.0121329572,48.6329384893,0.351062506437302,720128.997903001,5390961.99834897,0,TRUE
"161","Unicorn+N3","Unicorn","UNI",-54.0092119423,48.6329795795,0.367087483406067,720343.997923224,5390974.9982681,0,TRUE
"162","Unicorn+I14","Unicorn","UNI",-54.0154561133,48.6332136774,0.401262491941452,719882.997934574,5390982.99835672,0,TRUE
"163","Unicorn+N1","Unicorn","UNI",-54.0083800977,48.6332728783,0.387499988079071,720403.997897593,5391009.99833106,0,TRUE
"164","Unicorn+H14","Unicorn","UNI",-54.0161753114,48.6334482728,0.400212496519089,719828.997897759,5391006.99829249,0,TRUE
"165","Unicorn+L6","Unicorn","UNI",-54.0112107756,48.6333824229,0.389300018548965,720194.99791296,5391013.99825241,0,TRUE
"166","Unicorn+I12","Unicorn","UNI",-54.01460544,48.6335965088,0.369850009679794,719943.997889069,5391027.99827258,0,TRUE
"167","Unicorn+L4","Unicorn","UNI",-54.0103462422,48.6335399205,0.344162493944168,720257.997856895,5391033.99826773,0,TRUE
"168","Unicorn+G14","Unicorn","UNI",-54.0163356096,48.6337223609,0.384037494659424,719815.997909237,5391036.99829085,0,TRUE
"169","Unicorn+I10","Unicorn","UNI",-54.01354213,48.6339018349,0.32243749499321,720020.997895567,5391064.99830267,0,TRUE
"170","Unicorn+L2","Unicorn","UNI",-54.0094450284,48.633858418,0.34807500243187,720322.997881116,5391071.99833098,0,TRUE
"171","Unicorn+F13","Unicorn","UNI",-54.0166314525,48.633999963,0.363350003957748,719792.997948948,5391066.99829874,0,TRUE
"172","Unicorn+I8","Unicorn","UNI",-54.0125226559,48.6341543026,0.324775010347366,720094.997911938,5391095.99831064,0,TRUE
"173","Unicorn+F11","Unicorn","UNI",-54.0156593139,48.6343706559,0.398912489414215,719862.997949098,5391110.99828097,0,TRUE
"174","Unicorn+K1","Unicorn","UNI",-54.0093735411,48.6343784285,0.366012513637543,720325.997911185,5391129.99830367,0,TRUE
"175","Unicorn+I6","Unicorn","UNI",-54.0115557961,48.6344351212,0.325812518596649,720164.997937979,5391129.99834412,0,TRUE
"176","Unicorn+C14","Unicorn","UNI",-54.0172694166,48.6346913302,0.376087486743927,719742.997922294,5391141.99832389,0,TRUE
"177","Unicorn+F9","Unicorn","UNI",-54.0149072169,48.6346930629,0.402037501335144,719916.997932193,5391148.99832483,0,TRUE
"178","Unicorn+I4","Unicorn","UNI",-54.0106176299,48.6346896833,0.359449982643127,720232.997863319,5391160.99831316,0,TRUE
"179","Unicorn+F7","Unicorn","UNI",-54.0138024036,48.6347813688,0.36286249756813,719997.997916974,5391161.99828791,0,TRUE
"180","Unicorn+J1","Unicorn","UNI",-54.0094466323,48.6347492348,0.373625010251999,720318.997911374,5391170.9982786,0,TRUE
"181","Unicorn+B14","Unicorn","UNI",-54.0174876532,48.6349039346,0.376087486743927,719725.997924489,5391164.99835915,0,TRUE
"182","Unicorn+C12","Unicorn","UNI",-54.0163740565,48.6349110576,0.408912509679794,719807.997880997,5391168.99827471,0,TRUE
"183","Unicorn+F5","Unicorn","UNI",-54.0127515572,48.6351050061,0.351125001907349,720073.997886451,5391200.99826575,0,TRUE
"184","Unicorn+I2","Unicorn","UNI",-54.0098612455,48.6350839278,0.338575005531311,720286.997905294,5391206.99833219,0,TRUE
"185","Unicorn+C10","Unicorn","UNI",-54.0153644168,48.6352267897,0.358249992132187,719880.997881112,5391206.99829533,0,TRUE
"186","Unicorn+A13","Unicorn","UNI",-54.0173343883,48.6354308278,0.394674986600876,719734.997934458,5391223.99834148,0,TRUE
"187","Unicorn+F3","Unicorn","UNI",-54.0119082658,48.6353620419,0.349150002002716,720134.997872517,5391231.99827428,0,TRUE
"188","Unicorn+C8","Unicorn","UNI",-54.014410044,48.6355259519,0.327875018119812,719949.997936965,5391242.99835506,0,TRUE
"189","Unicorn+F1","Unicorn","UNI",-54.0109591844,48.6355713351,0.366275012493134,720203.997852266,5391257.99827509,0,TRUE
"190","Unicorn+A11","Unicorn","UNI",-54.0163258041,48.6357286,0.414637506008148,719807.997940165,5391259.99833007,0,TRUE
"191","Unicorn+C6","Unicorn","UNI",-54.0134468837,48.6357438972,0.311075001955032,720019.997902343,5391269.99827482,0,TRUE
"192","Unicorn+C4","Unicorn","UNI",-54.012521725,48.6360078104,0.34248748421669,720086.997874675,5391301.99826145,0,TRUE
"193","Unicorn+A9","Unicorn","UNI",-54.0154897099,48.6360938213,0.346275001764297,719867.997864058,5391302.99832586,0,TRUE
"194","Unicorn+E1","Unicorn","UNI",-54.010565049,48.6360379767,0.369549989700317,720230.997936043,5391310.99827318,0,TRUE
"195","Unicorn+A7","Unicorn","UNI",-54.0145103342,48.6363563446,0.343924999237061,719938.997884791,5391334.99834579,0,TRUE
"196","Unicorn+C2","Unicorn","UNI",-54.0116725753,48.6363636675,0.3428875207901,720147.997852147,5391343.99827635,0,TRUE
"197","Unicorn+D1","Unicorn","UNI",-54.0109531022,48.6363629777,0.361362487077713,720200.997871287,5391345.99831322,0,TRUE
"198","Unicorn+A5","Unicorn","UNI",-54.0136253033,48.6366303053,0.340000003576279,720002.997881875,5391367.99832471,0,TRUE
"199","Unicorn+A3","Unicorn","UNI",-54.0127139661,48.6371195222,0.357762515544891,720067.997870962,5391424.998342,0,TRUE
"200","Unicorn+A1","Unicorn","UNI",-54.011792495,48.6373205412,0.378537505865097,720134.997907585,5391449.99832733,0,TRUE
