PlotName,Year,EVI
Bloomfield+A1,2016,0.591400027
Bloomfield+A11,2016,0.448049992
Bloomfield+A13,2016,0.465600014
Bloomfield+A3,2016,0.430099994
Bloomfield+A5,2016,0.47209999
Bloomfield+A7,2016,0.506600022
Bloomfield+A9,2016,0.451950014
Bloomfield+B14,2016,0.483399987
Bloomfield+C10,2016,0.468650013
Bloomfield+C12,2016,0.460000008
Bloomfield+C14,2016,0.464850008
Bloomfield+C2,2016,0.510699987
Bloomfield+C4,2016,0.496499985
Bloomfield+C6,2016,0.486750007
Bloomfield+C8,2016,0.513400018
Bloomfield+D1,2016,0.498349994
Bloomfield+E1,2016,0.455199987
Bloomfield+F1,2016,0.452749997
Bloomfield+F11,2016,0.436699986
Bloomfield+F13,2016,0.437900007
Bloomfield+F3,2016,0.470050007
Bloomfield+F5,2016,0.456050009
Bloomfield+F7,2016,0.468300015
Bloomfield+F9,2016,0.517149985
Bloomfield+G14,2016,0.460799992
Bloomfield+H14,2016,0.471399993
Bloomfield+I10,2016,0.427350014
Bloomfield+I12,2016,0.44600001
Bloomfield+I14,2016,0.467750013
Bloomfield+I2,2016,0.438199997
Bloomfield+I4,2016,0.441700011
Bloomfield+I6,2016,0.493099988
Bloomfield+I8,2016,0.434599996
Bloomfield+J1,2016,0.469099998
Bloomfield+K1,2016,0.445549995
Bloomfield+L10,2016,0.448399991
Bloomfield+L12,2016,0.470999986
Bloomfield+L14,2016,0.465799987
Bloomfield+L2,2016,0.434549987
Bloomfield+L4,2016,0.490099996
Bloomfield+L6,2016,0.449200004
Bloomfield+L8,2016,0.48574999
Bloomfield+M14,2016,0.443699986
Bloomfield+N1,2016,0.444700003
Bloomfield+N11,2016,0.439550012
Bloomfield+N13,2016,0.428950012
Bloomfield+N3,2016,0.451050013
Bloomfield+N5,2016,0.463349998
Bloomfield+N7,2016,0.515600026
Bloomfield+N9,2016,0.445199996
Dunphys Pond+A1,2016,0.413100004
Dunphys Pond+A11,2016,0.46419999
Dunphys Pond+A13,2016,0.463866681
Dunphys Pond+A3,2016,0.459899992
Dunphys Pond+A5,2016,0.442166656
Dunphys Pond+A7,2016,0.465299994
Dunphys Pond+A9,2016,0.42686668
Dunphys Pond+B14,2016,0.461600006
Dunphys Pond+C10,2016,0.433699995
Dunphys Pond+C12,2016,0.506166637
Dunphys Pond+C14,2016,0.415133327
Dunphys Pond+C2,2016,0.419
Dunphys Pond+C4,2016,0.432733327
Dunphys Pond+C6,2016,0.453633338
Dunphys Pond+C8,2016,0.415133327
Dunphys Pond+D1,2016,0.411333323
Dunphys Pond+E1,2016,0.390500009
Dunphys Pond+F1,2016,0.468633324
Dunphys Pond+F11,2016,0.443233341
Dunphys Pond+F13,2016,0.389433324
Dunphys Pond+F3,2016,0.552833319
Dunphys Pond+F5,2016,0.502799988
Dunphys Pond+F7,2016,0.508566678
Dunphys Pond+F9,2016,0.464566678
Dunphys Pond+G14,2016,0.377299994
Dunphys Pond+H14,2016,0.394499987
Dunphys Pond+I10,2016,0.513199985
Dunphys Pond+I12,2016,0.415066659
Dunphys Pond+I14,2016,0.401966661
Dunphys Pond+I2,2016,0.499500006
Dunphys Pond+I4,2016,0.517266691
Dunphys Pond+I6,2016,0.57130003
Dunphys Pond+I8,2016,0.521499991
Dunphys Pond+J1,2016,0.50183332
Dunphys Pond+K1,2016,0.480233341
Dunphys Pond+L10,2016,0.441466659
Dunphys Pond+L12,2016,0.422699988
Dunphys Pond+L14,2016,0.407933325
Dunphys Pond+L2,2016,0.469833344
Dunphys Pond+L4,2016,0.503233314
Dunphys Pond+L6,2016,0.482800007
Dunphys Pond+L8,2016,0.499833345
Dunphys Pond+M14,2016,0.469449997
Dunphys Pond+N1,2016,0.539166689
Dunphys Pond+N11,2016,0.383100003
Dunphys Pond+N13,2016,0.415450007
Dunphys Pond+N3,2016,0.438199997
Dunphys Pond+N5,2016,0.443800002
Dunphys Pond+N7,2016,0.401600003
Dunphys Pond+N9,2016,0.457249999
TNNP North+A1,2016,0.467400014
TNNP North+A11,2016,0.415866673
TNNP North+A13,2016,0.359400004
TNNP North+A3,2016,0.48633334
TNNP North+A5,2016,0.391966671
TNNP North+A7,2016,0.40200001
TNNP North+A9,2016,0.4005
TNNP North+B14,2016,0.365266681
TNNP North+C10,2016,0.379999995
TNNP North+C12,2016,0.337566674
TNNP North+C14,2016,0.369399995
TNNP North+C2,2016,0.421200007
TNNP North+C4,2016,0.47420001
TNNP North+C6,2016,0.353899986
TNNP North+C8,2016,0.341966659
TNNP North+D1,2016,0.407066673
TNNP North+E1,2016,0.403499991
TNNP North+F1,2016,0.405066669
TNNP North+F11,2016,0.390333325
TNNP North+F13,2016,0.338166654
TNNP North+F3,2016,0.311566681
TNNP North+F5,2016,0.346833318
TNNP North+F7,2016,0.398600012
TNNP North+F9,2016,0.33496666
TNNP North+G14,2016,0.388366669
TNNP North+H14,2016,0.328500003
TNNP North+I10,2016,0.394366652
TNNP North+I12,2016,0.353033334
TNNP North+I14,2016,0.32616666
TNNP North+I2,2016,0.327833325
TNNP North+I4,2016,0.333466679
TNNP North+I6,2016,0.436733335
TNNP North+I8,2016,0.380299985
TNNP North+J1,2016,0.325800002
TNNP North+K1,2016,0.360666662
TNNP North+L10,2016,0.367766678
TNNP North+L12,2016,0.333833337
TNNP North+L14,2016,0.328966677
TNNP North+L2,2016,0.32313332
TNNP North+L4,2016,0.419866681
TNNP North+L6,2016,0.352499992
TNNP North+L8,2016,0.351533324
TNNP North+M14,2016,0.324166656
TNNP North+N1,2016,0.400400013
TNNP North+N11,2016,0.333466679
TNNP North+N13,2016,0.327733338
TNNP North+N3,2016,0.372500002
TNNP North+N5,2016,0.336199999
TNNP North+N7,2016,0.533933342
TNNP North+N9,2016,0.384933323
Unicorn+A1,2016,0.485000014
Unicorn+A11,2016,0.553133309
Unicorn+A13,2016,0.486200005
Unicorn+A3,2016,0.491400003
Unicorn+A5,2016,0.377533346
Unicorn+A7,2016,0.42353332
Unicorn+A9,2016,0.449600011
Unicorn+B14,2016,0.506633341
Unicorn+C10,2016,0.429266661
Unicorn+C12,2016,0.54853332
Unicorn+C14,2016,0.5097
Unicorn+C2,2016,0.438466668
Unicorn+C4,2016,0.403633326
Unicorn+C6,2016,0.358200014
Unicorn+C8,2016,0.377066672
Unicorn+D1,2016,0.419800013
Unicorn+E1,2016,0.403299987
Unicorn+F1,2016,0.40806666
Unicorn+F11,2016,0.51273334
Unicorn+F13,2016,0.491366655
Unicorn+F3,2016,0.434066653
Unicorn+F5,2016,0.40990001
Unicorn+F7,2016,0.435533345
Unicorn+F9,2016,0.442233324
Unicorn+G14,2016,0.496300012
Unicorn+H14,2016,0.487166673
Unicorn+I10,2016,0.399066657
Unicorn+I12,2016,0.51973331
Unicorn+I14,2016,0.49393332
Unicorn+I2,2016,0.361600012
Unicorn+I4,2016,0.370433331
Unicorn+I6,2016,0.389499992
Unicorn+I8,2016,0.362366676
Unicorn+J1,2016,0.412966669
Unicorn+K1,2016,0.392199993
Unicorn+L10,2016,0.429800004
Unicorn+L12,2016,0.383933336
Unicorn+L14,2016,0.395500004
Unicorn+L2,2016,0.371600002
Unicorn+L4,2016,0.403600007
Unicorn+L6,2016,0.424800009
Unicorn+L8,2016,0.428466678
Unicorn+M14,2016,0.381799996
Unicorn+N1,2016,0.436699986
Unicorn+N11,2016,0.45206666
Unicorn+N13,2016,0.481400013
Unicorn+N3,2016,0.444700003
Unicorn+N5,2016,0.484033346
Unicorn+N7,2016,0.451299995
Unicorn+N9,2016,0.36073333
Bloomfield+A1,2017,0.4265
Bloomfield+A11,2017,0.3829
Bloomfield+A13,2017,0.35995
Bloomfield+A3,2017,0.40915
Bloomfield+A5,2017,0.40295
Bloomfield+A7,2017,0.425
Bloomfield+A9,2017,0.38375
Bloomfield+B14,2017,0.40005
Bloomfield+C10,2017,0.41685
Bloomfield+C12,2017,0.3984
Bloomfield+C14,2017,0.3822
Bloomfield+C2,2017,0.41895
Bloomfield+C4,2017,0.3497
Bloomfield+C6,2017,0.41995
Bloomfield+C8,2017,0.4234
Bloomfield+D1,2017,0.387
Bloomfield+E1,2017,0.3827
Bloomfield+F1,2017,0.37795
Bloomfield+F11,2017,0.4108
Bloomfield+F13,2017,0.39125
Bloomfield+F3,2017,0.39915
Bloomfield+F5,2017,0.4073
Bloomfield+F7,2017,0.419
Bloomfield+F9,2017,0.4329
Bloomfield+G14,2017,0.4066
Bloomfield+H14,2017,0.40275
Bloomfield+I10,2017,0.3962
Bloomfield+I12,2017,0.37775
Bloomfield+I14,2017,0.39335
Bloomfield+I2,2017,0.3862
Bloomfield+I4,2017,0.3959
Bloomfield+I6,2017,0.41525
Bloomfield+I8,2017,0.3816
Bloomfield+J1,2017,0.3943
Bloomfield+K1,2017,0.3898
Bloomfield+L10,2017,0.38265
Bloomfield+L12,2017,0.4064
Bloomfield+L14,2017,0.4023
Bloomfield+L2,2017,0.3754
Bloomfield+L4,2017,0.43795
Bloomfield+L6,2017,0.3867
Bloomfield+L8,2017,0.3856
Bloomfield+M14,2017,0.3929
Bloomfield+N1,2017,0.3964
Bloomfield+N11,2017,0.3753
Bloomfield+N13,2017,0.38575
Bloomfield+N3,2017,0.3984
Bloomfield+N5,2017,0.40255
Bloomfield+N7,2017,0.41085
Bloomfield+N9,2017,0.3825
Dunphys Pond+A1,2017,0.348712
Dunphys Pond+A11,2017,0.375575
Dunphys Pond+A13,2017,0.397375
Dunphys Pond+A3,2017,0.33805
Dunphys Pond+A5,2017,0.367775
Dunphys Pond+A7,2017,0.36245
Dunphys Pond+A9,2017,0.383788
Dunphys Pond+B14,2017,0.382
Dunphys Pond+C10,2017,0.368387
Dunphys Pond+C12,2017,0.396525
Dunphys Pond+C14,2017,0.34465
Dunphys Pond+C2,2017,0.376225
Dunphys Pond+C4,2017,0.357888
Dunphys Pond+C6,2017,0.3726
Dunphys Pond+C8,2017,0.347337
Dunphys Pond+D1,2017,0.356263
Dunphys Pond+E1,2017,0.34205
Dunphys Pond+F1,2017,0.329987
Dunphys Pond+F11,2017,0.38715
Dunphys Pond+F13,2017,0.367225
Dunphys Pond+F3,2017,0.391675
Dunphys Pond+F5,2017,0.381713
Dunphys Pond+F7,2017,0.355787
Dunphys Pond+F9,2017,0.3466
Dunphys Pond+G14,2017,0.344113
Dunphys Pond+H14,2017,0.3432
Dunphys Pond+I10,2017,0.3971
Dunphys Pond+I12,2017,0.367238
Dunphys Pond+I14,2017,0.35345
Dunphys Pond+I2,2017,0.439013
Dunphys Pond+I4,2017,0.410438
Dunphys Pond+I6,2017,0.420388
Dunphys Pond+I8,2017,0.367525
Dunphys Pond+J1,2017,0.438638
Dunphys Pond+K1,2017,0.404963
Dunphys Pond+L10,2017,0.380487
Dunphys Pond+L12,2017,0.374175
Dunphys Pond+L14,2017,0.386638
Dunphys Pond+L2,2017,0.4195
Dunphys Pond+L4,2017,0.418212
Dunphys Pond+L6,2017,0.41675
Dunphys Pond+L8,2017,0.412425
Dunphys Pond+M14,2017,0.4428
Dunphys Pond+N1,2017,0.446862
Dunphys Pond+N11,2017,0.377425
Dunphys Pond+N13,2017,0.36265
Dunphys Pond+N3,2017,0.4057
Dunphys Pond+N5,2017,0.373075
Dunphys Pond+N7,2017,0.3566
Dunphys Pond+N9,2017,0.386213
TNNP North+A1,2017,0.34115
TNNP North+A11,2017,0.354387
TNNP North+A13,2017,0.320875
TNNP North+A3,2017,0.37145
TNNP North+A5,2017,0.361537
TNNP North+A7,2017,0.371688
TNNP North+A9,2017,0.315475
TNNP North+B14,2017,0.349675
TNNP North+C10,2017,0.3336
TNNP North+C12,2017,0.310488
TNNP North+C14,2017,0.333525
TNNP North+C2,2017,0.3311
TNNP North+C4,2017,0.387963
TNNP North+C6,2017,0.331725
TNNP North+C8,2017,0.305963
TNNP North+D1,2017,0.343513
TNNP North+E1,2017,0.337913
TNNP North+F1,2017,0.356125
TNNP North+F11,2017,0.315587
TNNP North+F13,2017,0.2912
TNNP North+F3,2017,0.303088
TNNP North+F5,2017,0.328712
TNNP North+F7,2017,0.331825
TNNP North+F9,2017,0.310437
TNNP North+G14,2017,0.326587
TNNP North+H14,2017,0.304812
TNNP North+I10,2017,0.30475
TNNP North+I12,2017,0.32625
TNNP North+I14,2017,0.287737
TNNP North+I2,2017,0.299287
TNNP North+I4,2017,0.294225
TNNP North+I6,2017,0.358588
TNNP North+I8,2017,0.3189
TNNP North+J1,2017,0.3
TNNP North+K1,2017,0.3062
TNNP North+L10,2017,0.318913
TNNP North+L12,2017,0.296275
TNNP North+L14,2017,0.296737
TNNP North+L2,2017,0.2716
TNNP North+L4,2017,0.355325
TNNP North+L6,2017,0.312588
TNNP North+L8,2017,0.310175
TNNP North+M14,2017,0.28715
TNNP North+N1,2017,0.390388
TNNP North+N11,2017,0.307013
TNNP North+N13,2017,0.293625
TNNP North+N3,2017,0.361088
TNNP North+N5,2017,0.312175
TNNP North+N7,2017,0.349175
TNNP North+N9,2017,0.312025
Unicorn+A1,2017,0.366163
Unicorn+A11,2017,0.414638
Unicorn+A13,2017,0.394675
Unicorn+A3,2017,0.357763
Unicorn+A5,2017,0.34
Unicorn+A7,2017,0.343925
Unicorn+A9,2017,0.346275
Unicorn+B14,2017,0.351263
Unicorn+C10,2017,0.35825
Unicorn+C12,2017,0.408913
Unicorn+C14,2017,0.376087
Unicorn+C2,2017,0.342888
Unicorn+C4,2017,0.342487
Unicorn+C6,2017,0.311075
Unicorn+C8,2017,0.327875
Unicorn+D1,2017,0.361362
Unicorn+E1,2017,0.36955
Unicorn+F1,2017,0.366275
Unicorn+F11,2017,0.398912
Unicorn+F13,2017,0.36335
Unicorn+F3,2017,0.34915
Unicorn+F5,2017,0.351125
Unicorn+F7,2017,0.362862
Unicorn+F9,2017,0.402037
Unicorn+G14,2017,0.384037
Unicorn+H14,2017,0.400213
Unicorn+I10,2017,0.322437
Unicorn+I12,2017,0.36985
Unicorn+I14,2017,0.401262
Unicorn+I2,2017,0.338575
Unicorn+I4,2017,0.35945
Unicorn+I6,2017,0.35465
Unicorn+I8,2017,0.324775
Unicorn+J1,2017,0.373625
Unicorn+K1,2017,0.366013
Unicorn+L10,2017,0.350687
Unicorn+L12,2017,0.3338
Unicorn+L14,2017,0.349775
Unicorn+L2,2017,0.348075
Unicorn+L4,2017,0.344162
Unicorn+L6,2017,0.359913
Unicorn+L8,2017,0.351063
Unicorn+M14,2017,0.325575
Unicorn+N1,2017,0.3875
Unicorn+N11,2017,0.356813
Unicorn+N13,2017,0.384725
Unicorn+N3,2017,0.367087
Unicorn+N5,2017,0.372575
Unicorn+N7,2017,0.385337
Unicorn+N9,2017,0.332137
