Date_Time,Year,Month,Day,MaxTemp,MinTemp,MeanTemp,HeatDegDays,CoolDegDays,TotalPrecip,SnowGround,Station,Site,GDD_Calc,GDD
2017-05-02,2017,5,2,5.8,-5.9,-0.1,18.1,0,4.3,,TNNP,,0,2698
2017-05-03,2017,5,3,11.6,-1,5.3,12.7,0,4.1,,TNNP,,0.3,2698.3
2017-05-04,2017,5,4,12,1.1,6.6,11.4,0,0,,TNNP,,1.55,2699.85
2017-05-05,2017,5,5,12.7,-0.8,6,12,0,0,,TNNP,,0.95,2700.8
2017-05-06,2017,5,6,11.9,-2.3,4.8,13.2,0,0,,TNNP,,0,2700.8
2017-05-07,2017,5,7,10.4,-2,4.2,13.8,0,0,,TNNP,,0,2700.8
2017-05-08,2017,5,8,6.6,0.7,3.7,14.3,0,,,TNNP,,0,2700.8
2017-05-09,2017,5,9,5.6,0.8,3.2,14.8,0,0.6,,TNNP,,0,2700.8
2017-05-10,2017,5,10,6.9,0.8,3.9,14.1,0,0.6,,TNNP,,0,2700.8
2017-05-11,2017,5,11,4.7,0.5,2.6,15.4,0,0.6,,TNNP,,0,2700.8
2017-05-12,2017,5,12,7.4,-1.4,3,15,0,0.6,,TNNP,,0,2700.8
2017-05-13,2017,5,13,8.3,-1.5,3.4,14.6,0,0,,TNNP,,0,2700.8
2017-05-14,2017,5,14,14.4,-1.7,6.4,11.6,0,0,,TNNP,,1.35,2702.15
2017-05-15,2017,5,15,17.7,-2,7.9,10.1,0,3.4,,TNNP,,2.85,2705
2017-05-16,2017,5,16,12.9,1.6,7.3,10.7,0,0.6,,TNNP,,2.25,2707.25
2017-05-17,2017,5,17,9.9,2.8,6.4,11.6,0,3,,TNNP,,1.35,2708.6
2017-05-18,2017,5,18,12.3,-0.2,6.1,11.9,0,0.6,,TNNP,,1.05,2709.65
2017-05-19,2017,5,19,11.2,-0.2,5.5,12.5,0,0.6,,TNNP,,0.5,2710.15
2017-05-20,2017,5,20,5.7,-0.2,2.8,15.2,0,16.1,,TNNP,,0,2710.15
2017-05-21,2017,5,21,3.3,-0.2,1.6,16.4,0,14.3,,TNNP,,0,2710.15
2017-05-22,2017,5,22,5,-1.4,1.8,16.2,0,0.6,,TNNP,,0,2710.15
2017-05-23,2017,5,23,10.7,-1.3,4.7,13.3,0,0,,TNNP,,0,2710.15
2017-05-24,2017,5,24,13.2,0.9,7.1,10.9,0,0.7,,TNNP,,2.05,2712.2
2017-05-25,2017,5,25,10,-1.2,4.4,13.6,0,0,,TNNP,,0,2712.2
2017-05-26,2017,5,26,16.8,-1,7.9,10.1,0,0,,TNNP,,2.9,2715.1
2017-05-27,2017,5,27,4.6,-1.9,1.4,16.6,0,0,,TNNP,,0,2715.1
2017-05-28,2017,5,28,9.4,-1.3,4.1,13.9,0,0.6,,TNNP,,0,2715.1
2017-05-29,2017,5,29,4.8,1.3,3.1,14.9,0,2.5,,TNNP,,0,2715.1
2017-05-30,2017,5,30,18.7,1.1,9.9,8.1,0,0,,TNNP,,4.9,2720
2017-05-31,2017,5,31,20.2,3.6,11.9,6.1,0,0,,TNNP,,6.9,2726.9
2017-06-01,2017,6,1,14.9,6.9,10.9,7.1,0,2,,TNNP,,5.9,2732.8
2017-06-02,2017,6,2,14,4.5,9.3,8.7,0,6.6,,TNNP,,4.25,2737.05
2017-06-03,2017,6,3,13.1,4.3,8.7,9.3,0,1.3,,TNNP,,3.7,2740.75
2017-06-04,2017,6,4,9.3,2.8,6.1,11.9,0,0.6,,TNNP,,1.05,2741.8
2017-06-05,2017,6,5,5.9,1.7,3.8,14.2,0,16.3,,TNNP,,0,2741.8
2017-06-06,2017,6,6,12.8,1.1,7,11,0,0,,TNNP,,1.95,2743.75
2017-06-07,2017,6,7,18.5,0,9.3,8.7,0,0,,TNNP,,4.25,2748
2017-06-08,2017,6,8,17.9,0,9,9,0,0,,TNNP,,3.95,2751.95
2017-06-09,2017,6,9,25.1,7.2,16.2,1.8,0,0.7,,TNNP,,11.15,2763.1
2017-06-10,2017,6,10,19.1,7.8,13.5,4.5,0,2.2,,TNNP,,8.45,2771.55
2017-06-11,2017,6,11,23.5,7.8,15.7,2.3,0,1.9,,TNNP,,10.65,2782.2
2017-06-12,2017,6,12,20.9,4.8,12.9,5.1,0,0,,TNNP,,7.85,2790.05
2017-06-13,2017,6,13,15.2,4.3,9.8,8.2,0,5.9,,TNNP,,4.75,2794.8
2017-06-14,2017,6,14,10.8,2.2,6.5,11.5,0,0.7,,TNNP,,1.5,2796.3
2017-06-15,2017,6,15,14,0.5,7.3,10.7,0,0,,TNNP,,2.25,2798.55
2017-06-16,2017,6,16,16.3,0.2,8.3,9.7,0,0,,TNNP,,3.25,2801.8
2017-06-17,2017,6,17,21,5.2,13.1,4.9,0,0,,TNNP,,8.1,2809.9
2017-06-18,2017,6,18,18.1,7.5,12.8,5.2,0,0.7,,TNNP,,7.8,2817.7
2017-06-19,2017,6,19,27.8,11.2,19.5,0,1.5,0,,TNNP,,14.5,2832.2
2017-06-20,2017,6,20,29.4,13.7,21.6,0,3.6,0,,TNNP,,16.55,2848.75
2017-06-21,2017,6,21,24.6,11.6,18.1,0,0.1,0,,TNNP,,13.1,2861.85
2017-06-22,2017,6,22,24.2,9.9,17.1,0.9,0,0,,TNNP,,12.05,2873.9
2017-06-23,2017,6,23,19.4,6.8,13.1,4.9,0,3,,TNNP,,8.1,2882
2017-06-24,2017,6,24,14.4,6.2,10.3,7.7,0,15.2,,TNNP,,5.3,2887.3
2017-06-25,2017,6,25,27.1,13.4,20.3,0,2.3,0,,TNNP,,15.25,2902.55
2017-06-26,2017,6,26,26.1,11.3,18.7,0,0.7,0,,TNNP,,13.7,2916.25
2017-06-27,2017,6,27,26.7,10,18.4,0,0.4,0,,TNNP,,13.35,2929.6
2017-06-28,2017,6,28,17.1,8.9,13,5,0,17.1,,TNNP,,8,2937.6
2017-06-29,2017,6,29,20.1,10.4,15.3,2.7,0,0,,TNNP,,10.25,2947.85
2017-06-30,2017,6,30,22.8,10.6,16.7,1.3,0,0.8,,TNNP,,11.7,2959.55
2017-07-01,2017,7,1,12.5,6.8,9.7,8.3,0,4.9,,TNNP,,4.65,2964.2
2017-07-02,2017,7,2,14,6.7,10.4,7.6,0,5.8,,TNNP,,5.35,2969.55
2017-07-03,2017,7,3,25.9,13.4,19.7,0,1.7,0,,TNNP,,14.65,2984.2
2017-07-04,2017,7,4,25.4,6.8,16.1,1.9,0,13.6,,TNNP,,11.1,2995.3
2017-07-05,2017,7,5,15.2,6.1,10.7,7.3,0,0,,TNNP,,5.65,3000.95
2017-07-06,2017,7,6,25.5,8.4,17,1,0,0,,TNNP,,11.95,3012.9
2017-07-07,2017,7,7,22.4,10.7,16.6,1.4,0,0,,TNNP,,11.55,3024.45
2017-07-08,2017,7,8,19,12.6,15.8,2.2,0,16.2,,TNNP,,10.8,3035.25
2017-07-09,2017,7,9,25.1,15.9,20.5,0,2.5,0,,TNNP,,15.5,3050.75
2017-07-10,2017,7,10,27,15.4,21.2,0,3.2,0,,TNNP,,16.2,3066.95
2017-07-11,2017,7,11,26.5,13.7,20.1,0,2.1,0,,TNNP,,15.1,3082.05
2017-07-12,2017,7,12,25.3,10.6,18,0,0,0,,TNNP,,12.95,3095
2017-07-13,2017,7,13,22.5,9.7,16.1,1.9,0,0,,TNNP,,11.1,3106.1
2017-07-14,2017,7,14,25.8,10.2,18,0,0,0,,TNNP,,13,3119.1
2017-07-15,2017,7,15,25.8,10.3,18.1,0,0.1,0,,TNNP,,13.05,3132.15
2017-07-16,2017,7,16,27.8,8.9,18.4,0,0.4,0,,TNNP,,13.35,3145.5
2017-07-17,2017,7,17,25.3,14.4,19.9,0,1.9,0,,TNNP,,14.85,3160.35
2017-07-18,2017,7,18,30.5,13.3,21.9,0,3.9,0,,TNNP,,16.9,3177.25
2017-07-19,2017,7,19,27.8,15.6,21.7,0,3.7,0,,TNNP,,16.7,3193.95
2017-07-20,2017,7,20,29.8,12.2,21,0,3,3.6,,TNNP,,16,3209.95
2017-07-21,2017,7,21,17.4,11.5,14.5,3.5,0,0.6,,TNNP,,9.45,3219.4
2017-07-22,2017,7,22,22,10.3,16.2,1.8,0,3.4,,TNNP,,11.15,3230.55
2017-07-23,2017,7,23,,9.8,,,,,,TNNP,,0,3230.55
2017-07-24,2017,7,24,22.1,9.3,15.7,2.3,0,0,,TNNP,,10.7,3241.25
2017-07-25,2017,7,25,20.8,9.2,15,3,0,0,,TNNP,,10,3251.25
2017-07-26,2017,7,26,26.2,9,17.6,0.4,0,0,,TNNP,,12.6,3263.85
2017-07-27,2017,7,27,29.6,10.8,20.2,0,2.2,0,,TNNP,,15.2,3279.05
2017-07-28,2017,7,28,22.6,10.5,16.6,1.4,0,0,,TNNP,,11.55,3290.6
2017-07-29,2017,7,29,25.5,9.9,17.7,0.3,0,1.4,,TNNP,,12.7,3303.3
2017-07-30,2017,7,30,16.6,11,13.8,4.2,0,6.2,,TNNP,,8.8,3312.1
2017-07-31,2017,7,31,25.1,11.1,18.1,0,0.1,0,,TNNP,,13.1,3325.2
2017-08-01,2017,8,1,16.8,10.2,13.5,4.5,0,4.1,,TNNP,,8.5,3333.7
2017-08-02,2017,8,2,15.1,9.2,12.2,5.8,0,1.5,,TNNP,,7.15,3340.85
2017-08-03,2017,8,3,22.5,9,15.7,2.3,0,0,,TNNP,,10.75,3351.6
2017-08-04,2017,8,4,18.8,10.7,14.8,3.2,0,0,,TNNP,,9.75,3361.35
2017-08-05,2017,8,5,24.9,10.8,17.9,0.1,0,0,,TNNP,,12.85,3374.2
2017-08-06,2017,8,6,26.3,12.8,19.6,0,1.6,0,,TNNP,,14.55,3388.75
2017-08-07,2017,8,7,18.5,12.7,15.6,2.4,0,7.9,,TNNP,,10.6,3399.35
2017-08-08,2017,8,8,23.9,11.1,17.5,0.5,0,3.8,,TNNP,,12.5,3411.85
2017-08-09,2017,8,9,22.8,13,17.9,0.1,0,11.4,,TNNP,,12.9,3424.75
2017-08-10,2017,8,10,25.5,12.2,18.9,0,0.9,0,,TNNP,,13.85,3438.6
2017-08-11,2017,8,11,26.9,11.5,19.2,0,1.2,0,,TNNP,,14.2,3452.8
2017-08-12,2017,8,12,27.6,11.1,19.4,0,1.4,0.7,,TNNP,,14.35,3467.15
2017-08-13,2017,8,13,22.1,11.6,16.9,1.1,0,8.6,,TNNP,,11.85,3479
2017-08-14,2017,8,14,26.4,12.8,19.6,0,1.6,0.9,,TNNP,,14.6,3493.6
2017-08-15,2017,8,15,24.3,9.8,17.1,0.9,0,0,,TNNP,,12.05,3505.65
2017-08-16,2017,8,16,18.6,8.7,13.7,4.3,0,0,,TNNP,,8.65,3514.3
2017-08-17,2017,8,17,22.2,11.2,16.7,1.3,0,2,,TNNP,,11.7,3526
2017-08-18,2017,8,18,12.1,7.5,9.8,8.2,0,10,,TNNP,,4.8,3530.8
2017-08-19,2017,8,19,14.7,7.2,11,7,0,0,,TNNP,,5.95,3536.75
2017-08-20,2017,8,20,18.5,6.9,12.7,5.3,0,6.9,,TNNP,,7.7,3544.45
2017-08-21,2017,8,21,24.9,13.6,19.3,0,1.3,0,,TNNP,,14.25,3558.7
2017-08-22,2017,8,22,28.4,12.4,20.4,0,2.4,0,,TNNP,,15.4,3574.1
2017-08-23,2017,8,23,23.9,13.4,18.7,0,0.7,0,,TNNP,,13.65,3587.75
2017-08-24,2017,8,24,26.8,15,20.9,0,2.9,2.8,,TNNP,,15.9,3603.65
2017-08-25,2017,8,25,20.9,12.4,16.7,1.3,0,25.1,,TNNP,,11.65,3615.3
2017-08-26,2017,8,26,13.4,8.3,10.9,7.1,0,12.1,,TNNP,,5.85,3621.15
2017-08-27,2017,8,27,13,6.8,9.9,8.1,0,0.6,,TNNP,,4.9,3626.05
2017-08-28,2017,8,28,21.9,6.5,14.2,3.8,0,0.7,,TNNP,,9.2,3635.25
2017-08-29,2017,8,29,21.4,10,15.7,2.3,0,0,,TNNP,,10.7,3645.95
2017-08-30,2017,8,30,21.1,9.5,15.3,2.7,0,0,,TNNP,,10.3,3656.25
2017-08-31,2017,8,31,18,8.7,13.4,4.6,0,6.2,,TNNP,,8.35,3664.6
2017-09-01,2017,9,1,15.7,9,12.4,5.6,0,1.3,,TNNP,,7.35,3671.95
2017-09-02,2017,9,2,19.1,6.9,13,5,0,3.3,,TNNP,,8,3679.95
2017-09-03,2017,9,3,21.2,6,13.6,4.4,0,0,,TNNP,,8.6,3688.55
2017-09-04,2017,9,4,18.3,7.8,13.1,4.9,0,6.3,,TNNP,,8.05,3696.6
2017-09-05,2017,9,5,22.8,13.6,18.2,0,0.2,0,,TNNP,,13.2,3709.8
2017-09-06,2017,9,6,25.4,15.1,20.3,0,2.3,0,,TNNP,,15.25,3725.05
2017-09-07,2017,9,7,27.2,17.5,22.4,0,4.4,0,,TNNP,,17.35,3742.4
2017-09-08,2017,9,8,21.7,12.2,17,1,0,2.9,,TNNP,,11.95,3754.35
2017-09-09,2017,9,9,17.9,11,14.5,3.5,0,0,,TNNP,,9.45,3763.8
2017-09-10,2017,9,10,11.5,9.1,10.3,7.7,0,3.4,,TNNP,,5.3,3769.1
2017-09-11,2017,9,11,10.9,8.9,9.9,8.1,0,7.4,,TNNP,,4.9,3774
2017-09-12,2017,9,12,11.3,9.2,10.3,7.7,0,16.9,,TNNP,,5.25,3779.25
2017-09-13,2017,9,13,12.1,7.1,9.6,8.4,0,0.6,,TNNP,,4.6,3783.85
2017-09-14,2017,9,14,24.2,7.4,15.8,2.2,0,0,,TNNP,,10.8,3794.65
2017-09-15,2017,9,15,20.5,8.7,14.6,3.4,0,0,,TNNP,,9.6,3804.25
2017-09-16,2017,9,16,15.4,5.6,10.5,7.5,0,4,,TNNP,,5.5,3809.75
2017-09-17,2017,9,17,15.6,5.6,10.6,7.4,0,0.6,,TNNP,,5.6,3815.35
2017-09-18,2017,9,18,16.4,6.1,11.3,6.7,0,0,,TNNP,,6.25,3821.6
2017-09-19,2017,9,19,14.7,5.9,10.3,7.7,0,0,,TNNP,,5.3,3826.9
2017-09-20,2017,9,20,17.6,13,15.3,2.7,0,12.5,,TNNP,,10.3,3837.2
2017-09-21,2017,9,21,15.7,5.8,10.8,7.2,0,0,,TNNP,,5.75,3842.95
2017-09-22,2017,9,22,19,5.5,12.3,5.7,0,0,,TNNP,,7.25,3850.2
2017-09-23,2017,9,23,21.3,6.7,14,4,0,0,,TNNP,,9,3859.2
2017-09-24,2017,9,24,9.7,5.1,7.4,10.6,0,0,,TNNP,,2.4,3861.6
2017-09-25,2017,9,25,16.2,6.7,11.5,6.5,0,0,,TNNP,,6.45,3868.05
2017-09-26,2017,9,26,19.5,2.3,10.9,7.1,0,7.7,,TNNP,,5.9,3873.95
2017-09-27,2017,9,27,11.8,1.1,6.5,11.5,0,14.8,,TNNP,,1.45,3875.4
2017-09-28,2017,9,28,,5.5,,,,,,TNNP,,0,3875.4
2017-09-29,2017,9,29,13.4,2.9,8.2,9.8,0,1.5,,TNNP,,3.15,3878.55
2017-09-30,2017,9,30,10.6,0.3,5.5,12.5,0,0,,TNNP,,0.45,3879
2017-10-01,2017,10,1,13.4,0.5,7,11,0,0,,TNNP,,1.95,3880.95
2017-10-02,2017,10,2,12.2,2.9,7.6,10.4,0,1,,TNNP,,2.55,3883.5
2017-10-03,2017,10,3,9.3,0,4.7,13.3,0,0,,TNNP,,0,3883.5
2017-10-04,2017,10,4,12.3,-0.2,6.1,11.9,0,0,,TNNP,,1.05,3884.55
2017-10-05,2017,10,5,17.7,6.6,12.2,5.8,0,0,,TNNP,,7.15,3891.7
2017-10-06,2017,10,6,17.9,4.6,11.3,6.7,0,0,,TNNP,,6.25,3897.95
2017-10-07,2017,10,7,15.9,4.8,10.4,7.6,0,0,,TNNP,,5.35,3903.3
2017-10-08,2017,10,8,16.1,5.7,10.9,7.1,0,2.1,,TNNP,,5.9,3909.2
2017-10-09,2017,10,9,23.7,11.9,17.8,0.2,0,0,,TNNP,,12.8,3922
2017-10-10,2017,10,10,21,11.1,16.1,1.9,0,2.2,,TNNP,,11.05,3933.05
2017-10-11,2017,10,11,13.8,3.4,8.6,9.4,0,0,,TNNP,,3.6,3936.65
2017-10-12,2017,10,12,10,-0.4,4.8,13.2,0,1.4,,TNNP,,0,3936.65
2017-10-13,2017,10,13,9.6,-0.6,4.5,13.5,0,0.6,,TNNP,,0,3936.65
2017-10-14,2017,10,14,11.8,-0.6,5.6,12.4,0,0,,TNNP,,0.6,3937.25
2017-10-15,2017,10,15,11.5,6.1,8.8,9.2,0,1.7,,TNNP,,3.8,3941.05
2017-10-16,2017,10,16,18.4,2.9,10.7,7.3,0,0.6,,TNNP,,5.65,3946.7
2017-10-17,2017,10,17,5.3,-1.4,2,16,0,0,,TNNP,,0,3946.7
2017-10-18,2017,10,18,7.1,-0.8,3.2,14.8,0,1.2,0,TNNP,,0,3946.7
2017-10-19,2017,10,19,11.6,3.9,7.8,10.2,0,0,0,TNNP,,2.75,3949.45
2017-10-20,2017,10,20,15.8,5.3,10.6,7.4,0,0,,TNNP,,5.55,3955
2017-10-21,2017,10,21,7.3,-1.2,3.1,14.9,0,1.2,,TNNP,,0,3955
2017-10-22,2017,10,22,3.4,-1.6,0.9,17.1,0,0.6,,TNNP,,0,3955
2017-10-23,2017,10,23,4.8,-1.8,1.5,16.5,0,0,0,TNNP,,0,3955
2017-10-24,2017,10,24,12.2,-0.7,5.8,12.2,0,0,0,TNNP,,0.75,3955.75
2017-10-25,2017,10,25,19.5,6.4,13,5,0,0,,TNNP,,7.95,3963.7
2017-10-26,2017,10,26,20.6,8,14.3,3.7,0,0,,TNNP,,9.3,3973
2017-10-27,2017,10,27,16.2,5.4,10.8,7.2,0,0,,TNNP,,5.8,3978.8
2017-10-28,2017,10,28,13.4,4.7,9.1,8.9,0,0,,TNNP,,4.05,3982.85
2017-10-29,2017,10,29,9.4,2.4,5.9,12.1,0,0,,TNNP,,0.9,3983.75
2017-10-30,2017,10,30,9.4,1.1,5.3,12.7,0,0,,TNNP,,0.25,3984
2017-10-31,2017,10,31,16.5,8.1,12.3,5.7,0,0.6,,TNNP,,7.3,3991.3
2017-11-01,2017,11,1,13.6,2.6,8.1,9.9,0,0,,TNNP,,3.1,3994.4
2017-11-02,2017,11,2,10.3,0.9,5.6,12.4,0,0,,TNNP,,0.6,3995
2017-11-03,2017,11,3,11,3.5,7.3,10.7,0,6.2,,TNNP,,2.25,3997.25
2017-11-04,2017,11,4,12.4,-0.2,6.1,11.9,0,17.8,,TNNP,,1.1,3998.35
2017-11-05,2017,11,5,3,-3.4,-0.2,18.2,0,0,,TNNP,,0,3998.35
2017-11-06,2017,11,6,13.3,-2.5,5.4,12.6,0,5.1,0,TNNP,,0.4,3998.75
2017-11-07,2017,11,7,13.7,0.2,7,11,0,16.9,,TNNP,,1.95,4000.7
2017-11-08,2017,11,8,4.1,-0.4,1.9,16.1,0,0,,TNNP,,0,4000.7
2017-11-09,2017,11,9,2.6,-0.1,1.3,16.7,0,0,,TNNP,,0,4000.7
2017-11-10,2017,11,10,6.9,-0.5,3.2,14.8,0,8.6,0,TNNP,,0,4000.7
2017-11-11,2017,11,11,6.7,-1.4,2.7,15.3,0,0.6,0,TNNP,,0,4000.7
2017-11-12,2017,11,12,5.3,-2.4,1.5,16.5,0,0,0,TNNP,,0,4000.7
2017-11-13,2017,11,13,5.6,-2.6,1.5,16.5,0,0,0,TNNP,,0,4000.7
2017-11-14,2017,11,14,3,-2,0.5,17.5,0,0,0,TNNP,,0,4000.7
2017-11-15,2017,11,15,1.2,-6,-2.4,20.4,0,0,0,TNNP,,0,4000.7
2017-11-16,2017,11,16,3.9,-6.6,-1.4,19.4,0,0,0,TNNP,,0,4000.7
2017-11-17,2017,11,17,1.8,-2.6,-0.4,18.4,0,5.1,0,TNNP,,0,4000.7
2017-11-18,2017,11,18,5.1,1.6,3.4,14.6,0,1.4,0,TNNP,,0,4000.7
2017-11-19,2017,11,19,5.8,-1,2.4,15.6,0,0,0,TNNP,,0,4000.7
2017-11-20,2017,11,20,12.1,-0.7,5.7,12.3,0,2.7,0,TNNP,,0.7,4001.4
2017-11-21,2017,11,21,2.8,-2.6,0.1,17.9,0,0,,TNNP,,0,4001.4
2017-11-22,2017,11,22,5.6,-3.7,1,17,0,0,,TNNP,,0,4001.4
2017-11-23,2017,11,23,7.9,-2.6,2.7,15.3,0,6,,TNNP,,0,4001.4
2017-11-24,2017,11,24,4.9,-2.3,1.3,16.7,0,0,0,TNNP,,0,4001.4
2017-11-25,2017,11,25,6,-4.6,0.7,17.3,0,0,0,TNNP,,0,4001.4
2017-11-26,2017,11,26,9,4,6.5,11.5,0,6.8,0,TNNP,,1.5,4002.9
2017-11-27,2017,11,27,7,-3,2,16,0,0.7,0,TNNP,,0,4002.9
2017-11-28,2017,11,28,0.5,-5.7,-2.6,20.6,0,0.7,0,TNNP,,0,4002.9
2017-11-29,2017,11,29,5,-7,-1,19,0,0.6,0,TNNP,,0,4002.9
2017-11-30,2017,11,30,4.8,-5.7,-0.5,18.5,0,3.7,0,TNNP,,0,4002.9
2017-12-01,2017,12,1,1.9,-6.7,-2.4,20.4,0,0.6,0,TNNP,,0,4002.9
2017-12-02,2017,12,2,-0.5,-4,-2.3,20.3,0,0,0,TNNP,,0,4002.9
2017-12-03,2017,12,3,-0.6,-3.7,-2.2,20.2,0,0.6,0,TNNP,,0,4002.9
2017-12-04,2017,12,4,-0.1,-1.6,-0.9,18.9,0,1.2,0,TNNP,,0,4002.9
2017-12-05,2017,12,5,0.6,-2.6,-1,19,0,0,0,TNNP,,0,4002.9
2017-12-06,2017,12,6,2.8,-2.6,0.1,17.9,0,0.6,0,TNNP,,0,4002.9
2017-12-07,2017,12,7,3.9,-3,0.5,17.5,0,2.7,0,TNNP,,0,4002.9
2017-12-08,2017,12,8,2.7,-3.4,-0.4,18.4,0,0,0,TNNP,,0,4002.9
2017-12-09,2017,12,9,1.4,-2.7,-0.7,18.7,0,1.4,0,TNNP,,0,4002.9
2017-12-10,2017,12,10,12.4,-0.7,5.9,12.1,0,36.7,0,TNNP,,0.85,4003.75
2017-12-11,2017,12,11,2.9,-2.2,0.4,17.6,0,0.7,,TNNP,,0,4003.75
2017-12-12,2017,12,12,-1.5,-4.2,-2.9,20.9,0,2.7,0,TNNP,,0,4003.75
2017-12-13,2017,12,13,7.8,-1.9,3,15,0,7.9,2,TNNP,,0,4003.75
2017-12-14,2017,12,14,8.7,-0.4,4.2,13.8,0,17,0,TNNP,,0,4003.75
2017-12-15,2017,12,15,0.1,-4.9,-2.4,20.4,0,0.7,4,TNNP,,0,4003.75
2017-12-16,2017,12,16,-3.4,-6.7,-5.1,23.1,0,17.4,4,TNNP,,0,4003.75
2017-12-17,2017,12,17,-5.3,-8.2,-6.8,24.8,0,0,16,TNNP,,0,4003.75
2017-12-18,2017,12,18,-5.4,-12.4,-8.9,26.9,0,0.6,15,TNNP,,0,4003.75
2017-12-19,2017,12,19,-1.3,-10.7,-6,24,0,0.6,12,TNNP,,0,4003.75
2017-12-20,2017,12,20,2.8,-2,0.4,17.6,0,6.1,16,TNNP,,0,4003.75
2017-12-21,2017,12,21,-0.9,-3.9,-2.4,20.4,0,0,14,TNNP,,0,4003.75
2017-12-22,2017,12,22,-1.9,-7.2,-4.6,22.6,0,0.6,13,TNNP,,0,4003.75
2017-12-23,2017,12,23,-2.2,-7.8,-5,23,0,0,12,TNNP,,0,4003.75
2017-12-24,2017,12,24,6.4,-4.9,0.8,17.2,0,10.6,19,TNNP,,0,4003.75
2017-12-25,2017,12,25,3.6,-7,-1.7,19.7,0,11.2,14,TNNP,,0,4003.75
2017-12-26,2017,12,26,2.6,-7,-2.2,20.2,0,0,17,TNNP,,0,4003.75
2017-12-27,2017,12,27,-7,-9.9,-8.5,26.5,0,0.6,17,TNNP,,0,4003.75
2017-12-28,2017,12,28,-3.1,-9.9,-6.5,24.5,0,0.6,16,TNNP,,0,4003.75
2017-12-29,2017,12,29,-2.2,-6.9,-4.6,22.6,0,4.6,20,TNNP,,0,4003.75
2017-12-30,2017,12,30,-4.5,-10.6,-7.6,25.6,0,1.3,21,TNNP,,0,4003.75
2017-12-31,2017,12,31,-2.8,-11.3,-7.1,25.1,0,0.7,21,TNNP,,0,4003.75
